"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_0_9_8","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/rsa/rsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","2.564102564102564E-4","0.9997435897435898"
"OpenSSL_0_9_8","demos/engines/rsaref/rsaref.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/seed/seed_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/store/str_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.17","0.83"
"OpenSSL_0_9_8","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/sha/sha512.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_0_9_8","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/rand/rand_vms.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/dh/dh_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
"OpenSSL_0_9_8","crypto/evp/p_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/LPdir_nyi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0803822045415245","0.9196177954584754"
