"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_0_9_8","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/rsa/rsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","8.468734651636577E-4","0.9991531265348363"
"OpenSSL_0_9_8","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","5.451146066874911E-4","0.9994548853933125"
"OpenSSL_0_9_8","demos/engines/rsaref/rsaref.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06","0.94"
"OpenSSL_0_9_8","crypto/seed/seed_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/store/str_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_0_9_8","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.25","0.75"
"OpenSSL_0_9_8","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003629693928412334","0.9963703060715876"
"OpenSSL_0_9_8","crypto/sha/sha512.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","2.766798418972332E-4","0.9997233201581028"
"OpenSSL_0_9_8","crypto/rand/rand_vms.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0032212377866438404","0.9967787622133563"
"OpenSSL_0_9_8","crypto/dh/dh_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/evp/p_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.001424488936253835","0.9985755110637462"
"OpenSSL_0_9_8","crypto/LPdir_nyi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/lhash/lh_stats.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/ebcdic.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/asn1/a_digest.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/pkcs12/p12_crt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","engines/e_4758cca_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","engines/e_gmp_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/asn1/x_algor.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","apps/rsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_0_9_8","crypto/evp/pmeth_gn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.004142037281036284","0.9958579627189637"
"OpenSSL_0_9_8","crypto/asn1/x_nx509.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/bf/bf_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","2.2857142857142854E-4","0.9997714285714285"
"OpenSSL_0_9_8","crypto/bio/bss_rtcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","crypto/asn1/tasn_dec.c","Vulnerability","119","10.0","Vulnerable","Vulnerable","0.79","0.21"
"OpenSSL_0_9_8","crypto/dsa/dsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","demos/engines/ibmca/hw_ibmca.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_0_9_8","crypto/bn/bn_blind.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_0_9_8","demos/pkcs12/pkwrite.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_8","demos/engines/cluster_labs/hw_cluster_labs.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_0_9_8","crypto/conf/conf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.25485225787635035","0.7451477421236496"
"OpenSSL_0_9_8","crypto/pqueue/pqueue.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.22","0.78"
"OpenSSL_0_9_8","crypto/ecdh/ech_key.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","crypto/ecdsa/ecs_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_0_9_8","crypto/bn/bn_nist.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.13307591832505175","0.8669240816749482"
"OpenSSL_0_9_8","crypto/des/des_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0162806435200908","0.9837193564799093"
"OpenSSL_0_9_8","ssl/s3_clnt.c","Vulnerability","310","6.8","Vulnerable","Vulnerable","0.98","0.02"
"OpenSSL_0_9_8","crypto/ui/ui_openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
