"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_0_9_5","demos/maurice/loadkeys.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","apps/openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.018178873826772093","0.9818211261732279"
"OpenSSL_0_9_5","crypto/evp/c_all.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/err/err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.023013431013431007","0.9769865689865689"
"OpenSSL_0_9_5","crypto/pkcs12/p12_crpt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/p_verify.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_0_9_5","crypto/rand/rand_lib.c","Vulnerability","330","5.0","Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/asn1/p7_recip.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/dso/dso_dlfcn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","demos/bio/saccept.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_hdr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/p_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/lhash/lh_stats.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/ebcdic.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_digest.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/pkcs12/p12_crt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/asn1/a_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/x_algor.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","apps/rsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1325","0.8675"
"OpenSSL_0_9_5","ssl/ssl_algs.c","Vulnerability","310","5.0","Vulnerable","Not Vulnerable","0.03108442935453588","0.9689155706454642"
"OpenSSL_0_9_5","crypto/asn1/a_d2i_fp.c","Vulnerability","399","7.8","Vulnerable","Vulnerable","0.7504607046070462","0.24953929539295394"
"OpenSSL_0_9_5","crypto/bf/bf_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/bss_rtcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/bio/bf_buff.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","crypto/bio/bss_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/bn/bn_blind.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","demos/pkcs12/pkwrite.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/des/enc_writ.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/idea/i_ofb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/cast/c_ofb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/conf/conf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/rsa/rsa_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/rc2/rc2speed.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509/x509_txt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/bio_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","ssl/s23_meth.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/f_string.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/x509v3/v3conf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/bss_conn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/pkcs12/p12_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/des/des_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","ssl/s3_clnt.c","Vulnerability","310","6.8","Vulnerable","Vulnerable","0.97","0.03"
"OpenSSL_0_9_5","ssl/ssl_err.c","Vulnerability","310","6.8","Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","ssl/t1_srvr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/x_cinf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/comp/comp_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/idea/i_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05789395876368115","0.9421060412363188"
"OpenSSL_0_9_5","crypto/pkcs7/sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_utf8.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/bss_acpt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","crypto/x509v3/v3prin.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/asn1/a_print.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/x_name.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.22162810279955372","0.7783718972004463"
"OpenSSL_0_9_5","crypto/x509/by_dir.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02603601284766234","0.9739639871523377"
"OpenSSL_0_9_5","crypto/pkcs12/pk12err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/m_md2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","apps/ca.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.33","0.67"
"OpenSSL_0_9_5","crypto/asn1/x_sig.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/encode.c","Vulnerability","119","7.5","Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/p7_signd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/buffer/buf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/conf/conf_api.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","crypto/asn1/t_bitst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509/x509_ext.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0021539566652561894","0.9978460433347438"
"OpenSSL_0_9_5","crypto/evp/m_mdc2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_strex.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/objects/o_names.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11773270601947067","0.8822672939805294"
"OpenSSL_0_9_5","crypto/conf/conf_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/asn1/p7_dgst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","demos/maurice/example1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/md2/md2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","demos/eay/loadrsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","bugs/dggccbug.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/idea/i_cfb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_mbstr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/pkcs12/p12_bags.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/p5_crpt2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/p_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/rc4/rc4_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/x_pkey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bio/b_dump.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bf/bf_opts.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bn/bn_exp.c","Clear","200","1.9","Not Vulnerable","Not Vulnerable","0.17","0.83"
"OpenSSL_0_9_5","crypto/evp/p_open.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/dsa/dsa_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/x509v3/v3_cpols.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/sha/sha_one.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/dsa/dsa_err.c","Vulnerability","399","7.8","Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","apps/dsaparam.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/t_spki.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/bn/bn_recp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/pkcs12/p12_mac.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/t_req.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0029421293620057083","0.9970578706379943"
"OpenSSL_0_9_5","crypto/evp/evp_key.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/asn1/a_octet.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/evp/m_md5.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","apps/crl2p7.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_0_9_5","crypto/rc2/tab.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","rsaref/rsar_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/dso/dso_dl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/asn1/i2d_pu.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","ssl/s2_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","ssl/s3_pkt.c","Vulnerability","310","6.8","Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_0_9_5","ssl/s3_both.c","Vulnerability","310","6.8","Vulnerable","Not Vulnerable","0.0316167199070419","0.968383280092958"
"OpenSSL_0_9_5","crypto/dso/dso_win32.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07681210263338648","0.9231878973666136"
"OpenSSL_0_9_5","crypto/x509/x509_d2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","apps/x509.c","Vulnerability","20","5.8","Vulnerable","Not Vulnerable","0.27","0.73"
"OpenSSL_0_9_5","apps/dsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_5","crypto/bf/bf_cfb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/x509v3/v3_extku.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
"OpenSSL_0_9_5","crypto/objects/obj_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0478180449143473","0.9521819550856527"
