"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_1_0_2","ssl/record/rec_layer_s3.c","Vulnerability","400","5.0","Vulnerable","Not Vulnerable","0.46","0.54"
"OpenSSL_1_0_2","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.00931477215223243","0.9906852278477676"
"OpenSSL_1_0_2","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/rsa/rsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06570414454676808","0.9342958554532319"
"OpenSSL_1_0_2","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","ssl/d1_msg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.19572122566975514","0.804278774330245"
"OpenSSL_1_0_2","crypto/cmac/cmac.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/seed/seed_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.00931477215223243","0.9906852278477676"
"OpenSSL_1_0_2","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","ssl/statem/statem_dtls.c","Vulnerability","399","7.1","Vulnerable","Not Vulnerable","0.115","0.885"
"OpenSSL_1_0_2","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/sha/sha512.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.18099999999999997","0.8190000000000001"
"OpenSSL_1_0_2","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08228099678099679","0.9177190032190031"
"OpenSSL_1_0_2","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/evp/evp_cnf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_2","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06285714285714285","0.937142857142857"
"OpenSSL_1_0_2","crypto/rand/rand_vms.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/dh/dh_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06570414454676808","0.9342958554532319"
"OpenSSL_1_0_2","engines/e_dasync.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/x509/x_attrib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_2","crypto/evp/p_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0025","0.9975"
"OpenSSL_1_0_2","crypto/LPdir_nyi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.00931477215223243","0.9906852278477676"
"OpenSSL_1_0_2","crypto/lhash/lh_stats.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_2","crypto/ebcdic.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.00931477215223243","0.9906852278477676"
"OpenSSL_1_0_2","demos/bio/client-conf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.12720765345765347","0.8727923465423465"
"OpenSSL_1_0_2","crypto/asn1/a_digest.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/pkcs12/p12_crt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/asn1/x_algor.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","apps/rsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06570414454676808","0.9342958554532319"
"OpenSSL_1_0_2","crypto/evp/pmeth_gn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0025","0.9975"
"OpenSSL_1_0_2","crypto/bf/bf_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.061166666666666675","0.9388333333333333"
"OpenSSL_1_0_2","crypto/asn1/tasn_dec.c","Vulnerability","476","5.0","Vulnerable","Vulnerable","0.5842857142857143","0.4157142857142857"
"OpenSSL_1_0_2","crypto/dsa/dsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06570414454676808","0.9342958554532319"
"OpenSSL_1_0_2","crypto/bn/bn_blind.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06570414454676808","0.9342958554532319"
"OpenSSL_1_0_2","demos/pkcs12/pkwrite.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/ec/ecp_nistz256.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/conf/conf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.001943187206345101","0.9980568127936549"
