"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_1_0_2","ssl/record/rec_layer_s3.c","Vulnerability","400","5.0","Vulnerable","Vulnerable","0.605","0.395"
"OpenSSL_1_0_2","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.009555847739056234","0.9904441522609437"
"OpenSSL_1_0_2","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/rsa/rsa_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","ssl/d1_msg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.20205039095751173","0.7979496090424884"
"OpenSSL_1_0_2","crypto/cmac/cmac.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/seed/seed_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.009555847739056234","0.9904441522609437"
"OpenSSL_1_0_2","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","ssl/statem/statem_dtls.c","Vulnerability","399","7.1","Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_2","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/sha/sha512.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.027999999999999997","0.972"
"OpenSSL_1_0_2","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_2","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/evp/evp_cnf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/rand/rand_vms.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/dh/dh_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","engines/e_dasync.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_2","crypto/x509/x_attrib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
