"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_0_9_4","demos/maurice/loadkeys.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/rc5/rc5_ecb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509v3/v3_int.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bf_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","apps/openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_0_9_4","crypto/evp/c_all.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/err/err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_0_9_4","crypto/pkcs12/p12_crpt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/p_verify.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/b_sock.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/rand/rand_lib.c","Vulnerability","330","5.0","Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_0_9_4","crypto/x509v3/v3_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/rsa/rsa_ssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.18565331890331896","0.8143466810966811"
"OpenSSL_0_9_4","crypto/x509v3/v3_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/p7_recip.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/pkcs12/p12_add.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/bio_md.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","demos/bio/saccept.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_hdr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/e_cbc_r5.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/p_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/lhash/lh_stats.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/ebcdic.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_digest.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.12595238095238095","0.8740476190476191"
"OpenSSL_0_9_4","crypto/pkcs12/p12_crt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/x_algor.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","apps/rsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_0_9_4","ssl/ssl_algs.c","Vulnerability","310","5.0","Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_d2i_fp.c","Vulnerability","399","7.8","Vulnerable","Vulnerable","0.564297619047619","0.4357023809523809"
"OpenSSL_0_9_4","crypto/bf/bf_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bss_rtcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bf_buff.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bss_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bn/bn_blind.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05642452436339604","0.943575475636604"
"OpenSSL_0_9_4","crypto/des/enc_writ.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0125","0.9875"
"OpenSSL_0_9_4","crypto/idea/i_ofb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/cast/c_ofb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/conf/conf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/rsa/rsa_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.18565331890331896","0.8143466810966811"
"OpenSSL_0_9_4","crypto/rc2/rc2speed.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509/x509_txt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.016666666666666663","0.9833333333333333"
"OpenSSL_0_9_4","crypto/evp/bio_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","ssl/s23_meth.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/f_string.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509v3/v3conf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bss_conn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/pkcs12/p12_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/des/des_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","ssl/s3_clnt.c","Vulnerability","310","6.8","Vulnerable","Vulnerable","0.913047619047619","0.08695238095238093"
"OpenSSL_0_9_4","ssl/ssl_err.c","Vulnerability","310","6.8","Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","ssl/t1_srvr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05366666666666667","0.9463333333333332"
"OpenSSL_0_9_4","crypto/asn1/x_cinf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/comp/comp_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/e_ofb_bf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/idea/i_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/pkcs7/sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.21","0.79"
"OpenSSL_0_9_4","crypto/asn1/a_utf8.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/e_cfb_bf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/bss_acpt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509v3/v3prin.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_print.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/x_name.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509/by_dir.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/pkcs12/pk12err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/m_md2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","apps/ca.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.138","0.862"
"OpenSSL_0_9_4","crypto/asn1/x_sig.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/encode.c","Vulnerability","119","7.5","Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/p7_signd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/buffer/buf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.12","0.88"
"OpenSSL_0_9_4","crypto/asn1/t_bitst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/x509/x509_ext.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_0_9_4","crypto/evp/m_mdc2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/e_ofb_3d.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/objects/o_names.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/p7_dgst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","demos/maurice/example1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/md2/md2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","demos/eay/loadrsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.15666666666666665","0.8433333333333333"
"OpenSSL_0_9_4","bugs/dggccbug.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/idea/i_cfb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/a_mbstr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/pkcs12/p12_bags.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/evp/p5_crpt2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_0_9_4","crypto/evp/p_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015","0.985"
"OpenSSL_0_9_4","crypto/rc4/rc4_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/asn1/x_pkey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bio/b_dump.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_0_9_4","crypto/bf/bf_opts.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
